labels,source,path
female_angry,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-02-01-02-08.wav
female_angry,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
female_fearful,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-06-01-02-01-08.wav
female_happy,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
female_happy,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-01-02-01-08.wav
female_calm,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-02-02-02-08.wav
female_neutral,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-01-01-01-01-08.wav
female_calm,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
female_surprised,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
female_surprised,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
female_angry,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-01-01-02-08.wav
female_fearful,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-06-01-01-01-08.wav
female_fearful,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
female_angry,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-02-02-02-08.wav
female_disgust,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
female_sad,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-04-01-02-01-08.wav
female_sad,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
female_disgust,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
female_surprised,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
female_surprised,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
female_fearful,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-06-01-02-02-08.wav
female_angry,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-01-08.wav
female_angry,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-02-01-01-08.wav
female_fearful,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-06-02-01-02-08.wav
female_sad,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-04-01-01-02-08.wav
female_disgust,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
female_disgust,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
female_sad,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-04-02-02-02-08.wav
female_happy,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-02-02-02-08.wav
female_happy,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-01-01-02-08.wav
female_calm,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
female_calm,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
female_neutral,RAVDESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-01-01-02-02-08.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_third_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_yes_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_thin_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_lose_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_pole_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_kick_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_nag_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_met_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_dip_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_hash_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_mood_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_bath_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_far_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_such_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_soup_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_name_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_lid_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_ditch_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_numb_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_rat_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_wash_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_pain_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_moon_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_bought_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_which_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_goal_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_match_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_time_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_pass_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_hire_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_lean_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_wire_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_hate_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_base_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_gap_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_take_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_sheep_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_vine_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_ring_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_burn_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_goose_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_when_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_deep_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_neat_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_turn_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_back_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_date_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_live_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_mode_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_whip_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_lore_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_rag_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_kite_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_fall_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_cool_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_dime_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_tell_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_soap_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_witch_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_long_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_reach_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_mess_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_shout_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_keen_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_shack_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_thumb_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_bite_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_near_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_wife_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_red_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_five_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_vote_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_team_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_puff_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_check_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_germ_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_juice_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_make_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_rush_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_chalk_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_hush_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_tire_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_king_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_shawl_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_said_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_hit_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_size_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_dodge_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_death_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_seize_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_good_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_gun_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_fat_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_chain_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_get_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_pool_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_calm_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_wag_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_keep_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_sub_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_cheek_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_raise_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_boat_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_doll_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_pick_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_jail_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_door_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_limb_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_late_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_merge_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_youth_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_keg_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_have_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_came_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_thought_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_gaze_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_bar_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_cause_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_book_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_fit_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_wheat_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_hall_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_ripe_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_fail_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_void_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_room_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_mop_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_peg_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_gas_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_note_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_phone_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_luck_fear.wav
female_fear,TESS,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/TESS Toronto emotional speech set data/OAF_Fear/OAF_pike_fear.wav
